"","gene","compound","tissue","estimate","n","fdr","mDataType","gene_seq_start","gene_seq_end","strand","chr","pvalue"
"601","ENSG00000064999","Vorinostat","Lung",0.245206188587928,NA,NA,"rna",34889255,35091406,"+","chr6",0.0024910303265856
"602","ENSG00000065000","Obatoclax","Lymphoid",-0.192914956774833,NA,NA,"rna",2100988,2164468,"-","chr19",0.260913552188985
"603","ENSG00000065057","Dasatinib","Lung",-0.362765418272166,NA,NA,"rna",2039815,2047866,"-","chr16",3.298930204e-07
"604","ENSG00000065154","PD-0325901","Lung",0.227370972546778,NA,NA,"rna",124397303,124418976,"-","chr10",0.0425522624536667
"605","ENSG00000065183","Paclitaxel","Lung",0.240387622778775,NA,NA,"rna",117929720,117966543,"+","chr1",0.0164727744837687
"606","ENSG00000065183","YK 4-279","Lung",0.381305143222488,NA,NA,"rna",117929720,117966543,"+","chr1",2.35637866e-08
"607","ENSG00000065308","Dasatinib","Lung",0.447049927255172,NA,NA,"rna",52497408,52577060,"-","chr6",2.35637866e-08
"608","ENSG00000065308","Entinostat","Lung",-0.220995720092813,NA,NA,"rna",52497408,52577060,"-","chr6",0.0733134959397994
"609","ENSG00000065308","Linsitinib","Lymphoid",0.410028259128709,NA,NA,"rna",52497408,52577060,"-","chr6",2.35637866e-08
"610","ENSG00000065308","Vorinostat","Lung",-0.289771614279046,NA,NA,"rna",52497408,52577060,"-","chr6",2.35637866e-08
"611","ENSG00000065357","Linsitinib","Lymphoid",-0.312164330773448,NA,NA,"rna",55927319,55954027,"+","chr12",0.0001730702717122
"612","ENSG00000065357","Selumetinib","Lung",0.2754812547849,NA,NA,"rna",55927319,55954027,"+","chr12",0.0001069633103603
"613","ENSG00000065357","Trametinib","Lung",0.362093610384658,NA,NA,"rna",55927319,55954027,"+","chr12",2.120740845e-07
"614","ENSG00000065526","Navitoclax","Lung",0.334690962666411,NA,NA,"rna",15836095,15940456,"+","chr1",2.35637866e-08
"615","ENSG00000065526","PD-0325901","Lung",-0.316187823485091,NA,NA,"rna",15836095,15940456,"+","chr1",2.35637866e-08
"616","ENSG00000065526","Panobinostat","Lung",0.223836803796804,NA,NA,"rna",15836095,15940456,"+","chr1",0.0575426514584889
"617","ENSG00000065526","Selumetinib","Lung",-0.279958432833372,NA,NA,"rna",15836095,15940456,"+","chr1",0.0002227407470507
"618","ENSG00000065526","Trametinib","Lung",-0.414619484390058,NA,NA,"rna",15836095,15940456,"+","chr1",2.35637866e-08
"619","ENSG00000065534","Dasatinib","Lung",0.317357140092502,NA,NA,"rna",123610049,123884331,"-","chr3",7.06913615e-08
"620","ENSG00000065600","Panobinostat","Lung",0.2176726171688,NA,NA,"rna",212363931,212414901,"-","chr1",0.0382754573568152
"621","ENSG00000065609","Daporinad","Lung",0.409152056358723,NA,NA,"rna",83552880,83709691,"-","chr6",2.35637866e-08
"622","ENSG00000065609","Navitoclax","Lung",0.411507230530898,NA,NA,"rna",83552880,83709691,"-","chr6",9.6448756784e-06
"623","ENSG00000065609","Trametinib","Lung",-0.477771299413657,NA,NA,"rna",83552880,83709691,"-","chr6",2.35637866e-08
"624","ENSG00000065613","Trametinib","Lung",0.343384829979252,NA,NA,"rna",103967140,104029233,"+","chr10",6.126584665e-07
"625","ENSG00000065613","Vorinostat","Lung",-0.192059718517554,NA,NA,"rna",103967140,104029233,"+","chr10",2.10188981573e-05
"626","ENSG00000065882","Nvp-tae 684","Lymphoid",-0.471264900921086,NA,NA,"rna",37891084,38139175,"+","chr4",2.35637866e-08
"627","ENSG00000065923","Nvp-tae 684","Lymphoid",-0.467666342200285,NA,NA,"rna",46599251,46759118,"-","chrX",1.46644654416e-05
"628","ENSG00000066032","Trametinib","Lung",-0.408718625116293,NA,NA,"rna",79185231,80648861,"+","chr2",2.35637866e-08
"629","ENSG00000066279","PD-0325901","Lung",-0.145228149709615,NA,NA,"rna",197084127,197146694,"-","chr1",0.0097314906451764
"630","ENSG00000066279","Trametinib","Lung",-0.223979581393059,NA,NA,"rna",197084127,197146694,"-","chr1",0.0005948678071539
"631","ENSG00000066294","Linsitinib","Lymphoid",-0.349900087046371,NA,NA,"rna",160541095,160579516,"-","chr1",7.6948876022e-05
"632","ENSG00000066294","Nvp-tae 684","Lymphoid",-0.494782617919309,NA,NA,"rna",160541095,160579516,"-","chr1",2.35637866e-08
"633","ENSG00000066294","Unii-40E3azg1MX","Lymphoid",-0.47995055055862,NA,NA,"rna",160541095,160579516,"-","chr1",2.35637866e-08
"634","ENSG00000066322","Daporinad","Lung",-0.437538590202669,NA,NA,"rna",43363398,43368074,"-","chr1",2.35637866e-08
"635","ENSG00000066322","Trametinib","Lung",0.391968879991071,NA,NA,"rna",43363398,43368074,"-","chr1",2.35637866e-08
"636","ENSG00000066557","Palbociclib","Lung",-0.349365863352413,NA,NA,"rna",70144805,70205579,"-","chr1",3.6840146919e-06
"637","ENSG00000066557","Trametinib","Lung",-0.341829697488561,NA,NA,"rna",70144805,70205579,"-","chr1",1.885102974e-07
"638","ENSG00000066651","YK 4-279","Lung",0.0503263967147627,NA,NA,"rna",125986479,126203817,"+","chr6",0.580190425391558
"639","ENSG00000067066","Daporinad","Lung",-0.482872666766013,NA,NA,"rna",230415942,230545606,"+","chr2",2.35637866e-08
"640","ENSG00000067066","Dasatinib","Lung",0.415109459845557,NA,NA,"rna",230415942,230545606,"+","chr2",2.35637866e-08
"641","ENSG00000067066","Navitoclax","Lung",-0.335215990308399,NA,NA,"rna",230415942,230545606,"+","chr2",0.0006101571534553
"642","ENSG00000067066","PD-0325901","Lung",0.380595982470555,NA,NA,"rna",230415942,230545606,"+","chr2",2.35637866e-08
"643","ENSG00000067066","Palbociclib","Lung",0.245402976667086,NA,NA,"rna",230415942,230545606,"+","chr2",0.0697584738506459
"644","ENSG00000067066","Panobinostat","Lung",-0.461390263178142,NA,NA,"rna",230415942,230545606,"+","chr2",2.35637866e-08
"645","ENSG00000067066","Trametinib","Lung",0.490598077913756,NA,NA,"rna",230415942,230545606,"+","chr2",2.35637866e-08
"646","ENSG00000067066","Vorinostat","Lung",-0.43733228578556,NA,NA,"rna",230415942,230545606,"+","chr2",2.35637866e-08
"647","ENSG00000067066","YK 4-279","Lung",-0.28741045914965,NA,NA,"rna",230415942,230545606,"+","chr2",0.0284273168987192
"648","ENSG00000067082","Trametinib","Lung",0.385675295473857,NA,NA,"rna",3775996,3785281,"-","chr10",2.35637866e-08
"649","ENSG00000067167","PD-0325901","Lung",0.333690743858757,NA,NA,"rna",70573218,70608416,"-","chr8",0.0006053655421411
"650","ENSG00000067167","Pevonedistat","Breast",-0.282938880379678,NA,NA,"rna",70573218,70608416,"-","chr8",0.106775483283061
"651","ENSG00000067167","Selumetinib","Lung",0.242034071690236,NA,NA,"rna",70573218,70608416,"-","chr8",0.0020840698816247
"652","ENSG00000067167","Trametinib","Lung",0.32600437938827,NA,NA,"rna",70573218,70608416,"-","chr8",0.0194526380376437
"653","ENSG00000067167","YK 4-279","Lung",-0.200312326738517,NA,NA,"rna",70573218,70608416,"-","chr8",0.0778310417612406
"654","ENSG00000067182","Alisertib","Lung",-0.361780184921811,NA,NA,"rna",6328757,6342114,"-","chr12",3.12274735361e-05
"655","ENSG00000067182","Daporinad","Lung",-0.46714153494687,NA,NA,"rna",6328757,6342114,"-","chr12",2.35637866e-08
"656","ENSG00000067182","Dasatinib","Lung",0.41221330172091,NA,NA,"rna",6328757,6342114,"-","chr12",2.35637866e-08
"657","ENSG00000067182","Foretinib","Lymphoid",0.439963346490845,NA,NA,"rna",6328757,6342114,"-","chr12",2.35637866e-08
"658","ENSG00000067182","Navitoclax","Lung",-0.435328932734462,NA,NA,"rna",6328757,6342114,"-","chr12",1.4071683973e-06
"659","ENSG00000067182","PD-0325901","Lung",0.423425309926372,NA,NA,"rna",6328757,6342114,"-","chr12",2.35637866e-08
"660","ENSG00000067182","Palbociclib","Lung",0.320547849217265,NA,NA,"rna",6328757,6342114,"-","chr12",0.0043462501103015
"661","ENSG00000067182","Panobinostat","Lung",-0.4163142572075,NA,NA,"rna",6328757,6342114,"-","chr12",2.35637866e-08
"662","ENSG00000067182","Selumetinib","Lung",0.38274273523662,NA,NA,"rna",6328757,6342114,"-","chr12",2.35637866e-08
"663","ENSG00000067182","Trametinib","Lung",0.534291837891808,NA,NA,"rna",6328757,6342114,"-","chr12",2.35637866e-08
"664","ENSG00000067182","Vorinostat","Lung",-0.410287792545787,NA,NA,"rna",6328757,6342114,"-","chr12",2.35637866e-08
"665","ENSG00000067225","Panobinostat","Lung",-0.337412773381324,NA,NA,"rna",72199029,72231822,"-","chr15",2.35637866e-08
"666","ENSG00000067445","Daporinad","Lung",0.465728079010091,NA,NA,"rna",54920462,54931431,"+","chrX",2.35637866e-08
"667","ENSG00000067445","Navitoclax","Lung",0.316263520281098,NA,NA,"rna",54920462,54931431,"+","chrX",9.42551487e-08
"668","ENSG00000067445","Trametinib","Lung",-0.433591890297921,NA,NA,"rna",54920462,54931431,"+","chrX",2.35637866e-08
"669","ENSG00000067715","Navitoclax","Lung",0.369131186908259,NA,NA,"rna",78863993,79452008,"+","chr12",2.35637866e-08
"670","ENSG00000067842","Doxorubicin","Lung",0.0644478928357761,NA,NA,"rna",153517676,153582939,"+","chrX",0.642839869509563
"671","ENSG00000067842","Entinostat","Lung",0.203848326781365,NA,NA,"rna",153517676,153582939,"+","chrX",0.0744363330432106
"672","ENSG00000067842","Panobinostat","Lung",0.271500638700895,NA,NA,"rna",153517676,153582939,"+","chrX",0.0014395929689616
"673","ENSG00000067842","Vorinostat","Lung",0.335033542890459,NA,NA,"rna",153517676,153582939,"+","chrX",2.35637866e-08
"674","ENSG00000068001","Navitoclax","Lung",-0.364613808110197,NA,NA,"rna",50317790,50322782,"-","chr3",0.0001456820836025
"675","ENSG00000068078","Linsitinib","Lymphoid",0.271471472758459,NA,NA,"rna",1793293,1808872,"+","chr4",0.0849947333897434
"676","ENSG00000068078","Unii-40E3azg1MX","Lymphoid",0.280299481824945,NA,NA,"rna",1793293,1808872,"+","chr4",0.0161857456154434
"677","ENSG00000068079","Doxorubicin","Lung",0.194682021141758,NA,NA,"rna",43006725,43014456,"+","chr17",0.0955282139801997
"678","ENSG00000068079","Navitoclax","Lung",-0.422688435929839,NA,NA,"rna",43006725,43014456,"+","chr17",2.053031023e-07
"679","ENSG00000068079","Palbociclib","Lung",0.25307348411261,NA,NA,"rna",43006725,43014456,"+","chr17",0.0269399319965502
"680","ENSG00000068079","Trametinib","Lung",0.355540589854621,NA,NA,"rna",43006725,43014456,"+","chr17",2.592016589e-07
"681","ENSG00000068079","Vorinostat","Lung",-0.316816457530511,NA,NA,"rna",43006725,43014456,"+","chr17",2.35637866e-08
"682","ENSG00000068137","Linsitinib","Lymphoid",0.194754064026779,NA,NA,"rna",42667914,42676994,"-","chr17",0.190081184786964
"683","ENSG00000068137","Unii-40E3azg1MX","Lymphoid",0.146415628559201,NA,NA,"rna",42667914,42676994,"-","chr17",0.448170957836346
"684","ENSG00000068383","Trametinib","Lung",0.403759728070583,NA,NA,"rna",132537787,132783480,"+","chr10",2.35637866e-08
"685","ENSG00000068615","Dabrafenib","Lung",-0.385241851183284,NA,NA,"rna",86213993,86338083,"-","chr2",4.71275743e-08
"686","ENSG00000068615","Daporinad","Lung",0.48897347271963,NA,NA,"rna",86213993,86338083,"-","chr2",2.35637866e-08
"687","ENSG00000068615","Navitoclax","Lung",0.449510229951117,NA,NA,"rna",86213993,86338083,"-","chr2",1.065355724e-07
"688","ENSG00000068615","PD-0325901","Lung",-0.41296621260092,NA,NA,"rna",86213993,86338083,"-","chr2",2.35637866e-08
"689","ENSG00000068615","Palbociclib","Lung",-0.294477720756654,NA,NA,"rna",86213993,86338083,"-","chr2",0.0460539455375199
"690","ENSG00000068615","Selumetinib","Lung",-0.382745896314292,NA,NA,"rna",86213993,86338083,"-","chr2",2.35637866e-08
"691","ENSG00000068615","Trametinib","Lung",-0.584609221899601,NA,NA,"rna",86213993,86338083,"-","chr2",2.35637866e-08
"692","ENSG00000068831","Daporinad","Lymphoid",0.31467937740831,NA,NA,"rna",64726911,64745456,"-","chr11",0.0653046431112048
"693","ENSG00000068831","Unii-40E3azg1MX","Lymphoid",-0.213055710003324,NA,NA,"rna",64726911,64745456,"-","chr11",0.154279244682084
"694","ENSG00000069188","Daporinad","Lung",0.418215268420456,NA,NA,"rna",73334384,73644445,"-","chr17",2.35637866e-08
"695","ENSG00000069188","Dasatinib","Lung",-0.279817027521969,NA,NA,"rna",73334384,73644445,"-","chr17",0.0116469172318469
"696","ENSG00000069188","Saracatinib","Lung",-0.19943626686594,NA,NA,"rna",73334384,73644445,"-","chr17",0.12423697709052
"697","ENSG00000069188","Selumetinib","Lung",-0.351069148418632,NA,NA,"rna",73334384,73644445,"-","chr17",2.16048799617e-05
"698","ENSG00000069248","Alisertib","Lung",0.365614729850601,NA,NA,"rna",229440259,229508341,"-","chr1",2.35637866e-08
"699","ENSG00000069275","Daporinad","Lung",0.353712183327859,NA,NA,"rna",205712822,205750182,"-","chr1",2.35637866e-08
"700","ENSG00000069275","Navitoclax","Lung",0.294133665144652,NA,NA,"rna",205712822,205750182,"-","chr1",0.0046133458311847
"701","ENSG00000069399","Alisertib","Lung",-0.290932846688773,NA,NA,"rna",44747705,44760044,"+","chr19",0.0192737958596864
"702","ENSG00000069399","Daporinad","Lung",-0.383130336544066,NA,NA,"rna",44747705,44760044,"+","chr19",2.35637866e-08
"703","ENSG00000069399","Dasatinib","Lung",0.371249744812015,NA,NA,"rna",44747705,44760044,"+","chr19",2.35637866e-08
"704","ENSG00000069399","Navitoclax","Lung",-0.291960998586436,NA,NA,"rna",44747705,44760044,"+","chr19",9.42551487e-08
"705","ENSG00000069399","Tanespimycin","Lung",0.338933928612929,NA,NA,"rna",44747705,44760044,"+","chr19",4.08563490084e-05
"706","ENSG00000069399","Trametinib","Lung",0.433494163037537,NA,NA,"rna",44747705,44760044,"+","chr19",2.35637866e-08
"707","ENSG00000069424","Saracatinib","Lung",-0.219660639003199,NA,NA,"rna",5990927,6101193,"+","chr1",0.109027864907347
"708","ENSG00000069431","Crizotinib","Lymphoid",0.282407546553862,NA,NA,"rna",21797401,21942529,"-","chr12",4.948395306e-07
"709","ENSG00000069431","Nvp-tae 684","Lymphoid",0.397004544968316,NA,NA,"rna",21797401,21942529,"-","chr12",0.0054512094947618
"710","ENSG00000069943","Navitoclax","Lung",-0.378360277658743,NA,NA,"rna",55318960,55355648,"+","chr15",4.08563490084e-05
"711","ENSG00000069943","PD-0325901","Lung",0.266877014481326,NA,NA,"rna",55318960,55355648,"+","chr15",0.0029148872273318
"712","ENSG00000069943","Palbociclib","Lung",0.370341102104644,NA,NA,"rna",55318960,55355648,"+","chr15",2.35637866e-08
"713","ENSG00000069974","PD-0325901","Lung",0.261652394693939,NA,NA,"rna",55202966,55319113,"-","chr15",0.0016017032281475
"714","ENSG00000070061","AZD7762","Skin",0.517967129337076,NA,NA,"rna",108867517,108934124,"-","chr9",4.71275743e-08
"715","ENSG00000070081","Cytarabine","Lymphoid",0.386208270772955,NA,NA,"rna",17208153,17349980,"+","chr11",2.35637866e-08
"716","ENSG00000070269","Nvp-tae 684","Lymphoid",0.566696768225115,NA,NA,"rna",56488354,56650606,"+","chr14",2.35637866e-08
"717","ENSG00000070404","Dasatinib","Lung",0.411374631396252,NA,NA,"rna",676392,683392,"+","chr19",2.35637866e-08
"718","ENSG00000070404","Panobinostat","Lung",-0.384877817335893,NA,NA,"rna",676392,683392,"+","chr19",2.35637866e-08
"719","ENSG00000070476","Entinostat","Lung",0.174500452273796,NA,NA,"rna",126437601,126475891,"-","chr3",0.141020382690371
"720","ENSG00000070476","PD-0325901","Lung",-0.229933576576323,NA,NA,"rna",126437601,126475891,"-","chr3",0.019123162120465
"721","ENSG00000070476","Panobinostat","Lung",0.35168715811725,NA,NA,"rna",126437601,126475891,"-","chr3",1.5605736665e-05
"722","ENSG00000070476","Topotecan","Lung",0.24294755336848,NA,NA,"rna",126437601,126475891,"-","chr3",0.0480329457867874
"723","ENSG00000070476","Vorinostat","Lung",0.194811389945504,NA,NA,"rna",126437601,126475891,"-","chr3",0.0785190323718289
"724","ENSG00000070601","Dasatinib","Lung",-0.360731507413747,NA,NA,"rna",37650954,37746904,"+","chr9",2.35637872e-08
"725","ENSG00000070718","Daporinad","Lung",0.404172817101287,NA,NA,"rna",42152946,42171673,"+","chr8",2.35637866e-08
"726","ENSG00000070718","Navitoclax","Lung",0.421639192395845,NA,NA,"rna",42152946,42171673,"+","chr8",5.374904999e-07
"727","ENSG00000070718","Selumetinib","Lung",-0.232927911104625,NA,NA,"rna",42152946,42171673,"+","chr8",0.0085545872023818
"728","ENSG00000070718","Trametinib","Lung",-0.466333691336791,NA,NA,"rna",42152946,42171673,"+","chr8",2.35637866e-08
"729","ENSG00000070759","Nvp-tae 684","Lymphoid",-0.46874476949091,NA,NA,"rna",45343883,45491163,"-","chr1",2.35637866e-08
"730","ENSG00000070761","Cytarabine","Lymphoid",0.484031350690138,NA,NA,"rna",58113592,58129381,"-","chr16",2.35637866e-08
"731","ENSG00000070882","Trametinib","Lung",0.502186582614293,NA,NA,"rna",24796540,24981634,"-","chr7",2.35637866e-08
"732","ENSG00000071051","Selumetinib","Skin",0.35584851975368,NA,NA,"rna",105744912,105894274,"+","chr2",0.0268832884791255
"733","ENSG00000071073","Cytarabine","Lymphoid",0.380701905482162,NA,NA,"rna",98619106,98731132,"-","chr2",2.35637866e-08
"734","ENSG00000071243","Bortezomib","Lung",0.0247199123212118,NA,NA,"rna",120950763,120977216,"+","chr7",0.996965170098083
"735","ENSG00000071243","Entinostat","Lung",0.0993206719377862,NA,NA,"rna",120950763,120977216,"+","chr7",0.51314146799529
"736","ENSG00000071243","Panobinostat","Lung",0.281349239524684,NA,NA,"rna",120950763,120977216,"+","chr7",0.001052110698786
"737","ENSG00000071553","Linsitinib","Lymphoid",0.466468601580165,NA,NA,"rna",154428645,154436516,"+","chrX",2.35637866e-08
"738","ENSG00000071553","Unii-40E3azg1MX","Lymphoid",0.426737078180841,NA,NA,"rna",154428645,154436516,"+","chrX",2.35637866e-08
"739","ENSG00000071655","Panobinostat","Lung",0.202902908711655,NA,NA,"rna",1573596,1592865,"-","chr19",0.0754649516338572
"740","ENSG00000071967","Dasatinib","Lung",0.368604764168635,NA,NA,"rna",171522247,171558129,"+","chr2",2.35637866e-08
"741","ENSG00000071967","Navitoclax","Lung",-0.255379023474037,NA,NA,"rna",171522247,171558129,"+","chr2",3.699514586e-06
"742","ENSG00000072041","Daporinad","Lung",0.343838524836256,NA,NA,"rna",84859491,84913615,"-","chr12",2.35637872e-08
"743","ENSG00000072041","Vorinostat","Lung",0.270568613074969,NA,NA,"rna",84859491,84913615,"-","chr12",2.35637866e-08
"744","ENSG00000072071","Daporinad","Lung",0.450832693092046,NA,NA,"rna",14147743,14206187,"-","chr19",2.35637866e-08
"745","ENSG00000072110","Dabrafenib","Lung",0.219952208824098,NA,NA,"rna",68874143,68979440,"-","chr14",0.0743539148595034
"746","ENSG00000072110","Dasatinib","Lung",0.554115140210845,NA,NA,"rna",68874143,68979440,"-","chr14",2.35637866e-08
"747","ENSG00000072110","Navitoclax","Lung",-0.349832221815292,NA,NA,"rna",68874143,68979440,"-","chr14",2.35637866e-08
"748","ENSG00000072110","Trametinib","Lung",0.417034781714839,NA,NA,"rna",68874143,68979440,"-","chr14",2.35637866e-08
"749","ENSG00000072134","Cytarabine","Lymphoid",-0.282255244342436,NA,NA,"rna",19215615,19336715,"+","chr17",1.82619350582e-05
"750","ENSG00000072163","AZD7762","Breast",0.451009543180923,NA,NA,"rna",127638381,127681786,"-","chr2",1.5605736665e-05
"751","ENSG00000072163","Cytarabine","Lymphoid",0.495988354841268,NA,NA,"rna",127638381,127681786,"-","chr2",2.35637866e-08
"752","ENSG00000072163","Navitoclax","Lymphoid",0.515184903352827,NA,NA,"rna",127638381,127681786,"-","chr2",2.35637866e-08
"753","ENSG00000072415","Navitoclax","Lung",-0.280574488116346,NA,NA,"rna",67241342,67336061,"+","chr14",0.0032085031286342
"754","ENSG00000072415","PD-0325901","Lung",0.270900796147208,NA,NA,"rna",67241342,67336061,"+","chr14",0.0001730702717122
"755","ENSG00000072415","Trametinib","Lung",0.353094501253337,NA,NA,"rna",67241342,67336061,"+","chr14",2.120740845e-07
"756","ENSG00000072415","Vorinostat","Lung",-0.214957288462316,NA,NA,"rna",67241342,67336061,"+","chr14",2.1207408455e-06
"757","ENSG00000072501","Dabrafenib","Lung",-0.250073720073927,NA,NA,"rna",53374149,53422728,"-","chrX",0.0426981272483024
"758","ENSG00000072501","Daporinad","Lung",0.426187233216201,NA,NA,"rna",53374149,53422728,"-","chrX",2.35637866e-08
"759","ENSG00000072501","Dasatinib","Lung",-0.341659399749542,NA,NA,"rna",53374149,53422728,"-","chrX",2.35637866e-08
